n_pressed,held,line_A,line_B,line_C,adc_A,adc_B,adc_C,n_masked,masked,fully_observable
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,5,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  +, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  −,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  RESUME,58,133,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  +,58,133,350,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  RESUME,58,133,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  RESUME,58,133,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  −,58,217,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  −,58,217,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  RESUME,58,217,217,4,"CRUISE  −  SMALL, CRUISE  +  BIG, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,58,217,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  RESUME,DOWNHILL  −,58,217,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  −,DOWNHILL  CANCEL,58,350,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  −,DOWNHILL  CANCEL,58,350,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  −,DOWNHILL  CANCEL,58,350,58,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  −,DOWNHILL  −,58,350,133,4,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  −  BIG,idle,DOWNHILL  CANCEL,58,682,58,5,"CRUISE  −  SMALL, CRUISE  +  BIG, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,5,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,4,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,4,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,4,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
7,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,4,"CRUISE  −  SMALL, CRUISE  +  SMALL, FOLLOW DIST  +, FOLLOW DIST  −",no
